,0,1
656,경상북도 근처 갈대 알려줄래,2
657,인기 있는 마카롱 알려줘,1
658,증평 가볼만 한 공원 알려주라,2
659,서울 중랑구 우산 가져갈까,0
660,광주 마스크 필요해,3
661,대구 치킨 집 추천해 주라,1
662,서울 강북구 흐리니,0
663,전라남도 근처 단풍 알려줘,2
664,거제 횟집 알려줘,1
665,용산구 괜찮게 하는 고깃집 추천 해주라,1
666,노원구 모레 미세먼지 알려줬으면,3
667,서울 노원구 목살 알려주세요,1
668,서울 양천구 우산 챙길까,0
669,추억 셀카 찍을만한 여행지 추천해 주라,2
670,제주도 주변 해변 추천해 줘,2
671,서울 은평구 우산 가져갈까,0
672,수원 마스크 쓸까,3
673,전라도 주변 경치 어디 있니,2
674,서울 왔는데 여기서 맛집 소개해줘 ㅋㅎ,1
675,부안 날씨 흐릴까,0
676,내일 하 진주 날씨 춥니,0
677,의왕 눈 올까,0
678,고양 날씨 흐리니,0
679,고양 유명한 스테이크 알려주라,1
680,오늘 금산 그럼 마스크 챙길까,3
681,경상도 근처 갯벌 추천해 주세요,2
682,어쨋든 화순 샤브샤브 알려줄래,1
683,곡성 파전 어디 있니 ㅎㅎ,1
684,순창 공기상태,3
685,수원 오존 어떤지 말해 줘,3
686,모레 전북 우비 입어야 하니,0
687,함평 가볼만 한 명소 알려줄래,2
688,부안 갈비 맛집 추천해 줘,1
689,하동 날씨 덥다,0
690,경상도 눈 올지 알려주세요,0
691,경상도 눈 오는지 부탁 해,0
692,아 미세먼지 혹시 심하려나,3
693,2월 2O일 먼지 알려주겠니,3
694,경산 공기 공기상태,3
695,그러면 내일 강원도 양구군 미세먼지 알려줄래,3
696,주변 맛있게 하는 식당 알고싶어,1
697,중구 잘 하는 회 알려주세요,1
698,하 신안 미세먼지,3
699,경상도 미세먼지 어떤지 알려주라,3
700,정선 공기 미세먼지,3
701,솔직히 고성 날씨 어때,0
702,제주도 근처 산책로 추천해 줘,2
703,5월 5일 추워서 오존 심한가,3
704,제주도 근처 산책로 알려주세요,2
705,주변 유명한 맛집 어디 있냐,1
706,경상도 주변 여행지 알려줘,2
707,익산 날씨 춥냐,0
708,충청남도 근처 갈대 알려줘,2
709,그럼 구리 날씨 어떨까,0
710,구로구 빵집 어디 있냐,1
711,서울 서초구 소문난 카페 추천 해줘,1
712,강원도 춘천 가는데 오늘 미세먼지 알려줘,3
713,인제 놀기 좋은 호텔 어디 있냐,2
714,게다가 내일모레 주 울산 날씨 알려줘,0
715,서울 영등포 날씨 맑니,0
716,안성 마스크 필요해,3
717,문경 이제 미세먼지,3
718,아 시흥 냉면 알고싶어,1
719,제천 원조 알려줄래,1
720,마스크 쓸까,3
721,서울 동대문구 눈 올까,0
722,그니까 부여 아구찜 맛집 추천해 줘,1
723,보은 우산 챙길까,0
724,장흥 김밥 집 추천해 주라,1
725,분식집 떡볶이 푸드 먹을까,1
726,마포구 치킨 집 알려줘,1
727,그리고 영덕 볼 만 한 국제 공원 알려주세요,2
728,미추홀 마스크 필요하니,3
729,전라도 근처 단풍 추천해 주세요,2
730,송파구 미세먼지 심할까 좀 알려줄래,3
731,인천 짭짤한 맛집 알려줘,1
732,신안 가는데 날씨 궁금해,0
733,부안 일요일 마스크 필요하니,3
734,동두천시 미세먼지 알려줘,3
735,경상북도 주변 바다 알려줘,2
736,예산군 날씨 알려줘,0
737,가평 마스크 필요하니,3
738,그 때 혹시 미세먼지,3
739,모레 부여 혹시 오존 올까,3
740,야 수원 갈비 맛집 알려주라,1
741,공기 미세먼지 좋니,3
742,연천 공기,3
743,인제 구경 할만 한 관광지 어디 있냐,2
744,근처 제일 맛있는 식당 알고싶어,1
745,부산 구로구 맥주 집 어디 있냐,1
746,도봉구 인기 많은 치킨 집 추천 해주세요,1
747,이태원 마스크 써야하나,3
748,제주도 근처 폭포 추천해 주라,2
749,부여 미세먼지,3
750,괜찮게 하는 불고기 추천해 주세요,1
751,일산 보신탕 어디 있니 ㅎ,1
752,ㅇㅇ 김제 날씨 뭐야,0
753,거창 중국집 추천해 줘,1
754,서울 금천구 우산 챙겨야해,0
755,유명한 오리 고기 길거리 추천해줘,1
756,창원 날씨 흐릴까,0
757,강서구 고깃집 추천 해주세요,1
758,그러게 오늘 양주 눈 오니,0
759,서울 중랑구 우산 필요하냐,0
760,이대 주변 요리 있을까,1
761,구미 가봐야 하는 명소 알려주세요,2
762,경상도 근처 갯벌 알려주라,2
763,관광지 주변 벚꽃 어디 있냐,2
764,공기 미세먼지 좋니,3
765,안양 날씨 어떨까,0
766,밀양 미세먼지 어떤지 알려줄 수 있니,3
767,양양 오존 올까,3
768,거제 김밥 어디 있냐,1
769,2월 1O일 온도 맑니,0
770,서울 동대문구 미세먼지,3
771,오존 없을까,3
772,제주도 미세먼지 어떤지 말해 줄 수 있니,3
773,의령 미세먼지 어떨까,3
774,그러게 의정부 날씨 덥냐,0
775,수원 덥니,0
776,제주도 주변 갈대 어디 있냐,2
777,수목원 여행지 알고 싶어,2
778,영천 들려 봐야 하는 숙박 추천해 줘,2
779,전라남도 주변 산 추천해 줘,2
780,진안 미세먼지,3
781,사진 촬영 할만 한 휴양지 어디 있니,2
782,야 천안 가봐야 하는 경마장 추천해 주라,2
783,기온 어떠려나,0
784,인기 있는 홍어 알고싶어,1
785,아 서천 파전 어디 있냐,1
786,구로구 제일 맛있게 하는 아이스크림 어디 있니,1
787,의령 미세먼지,3
788,남양주 마스크 필요하니,3
789,그니까 구리 목살 맛집 알고싶어,1
790,그리고 단양 돼지 갈비 레스토랑 알려줄래,1
791,원주 미세먼지,3
792,밀양 공기상태,3
793,진짜 내일 강진 미세먼지,3
794,짭짤한 찜닭집 알려줘,1
795,경주 비오냐,0
796,시장구경 어딜 가야 잘했다 할까,2
797,화요일 하 원주 우산 필요할까,0
798,도봉구 제일 맛있는 햄버거 어디 있니,1
799,담양 구경 할만 한 민속촌 알려주라,2
800,그 때 혹시 추울까,0
801,용산 우산 챙길까,0
802,순창 치킨 맛집 알고싶어,1
803,마포구 샐러드 바 추천 해주라,1
804,돈까스 먹고싶다,1
805,창녕 미세먼지 심할까,3
806,고창 인기 있는 라면 추천 해주세요,1
807,부산 이번 주 공기 맑은지 알려줄래 ㅋㅋ,3
808,그러면 광명 미세먼지 어떤지 말해 줘,3
809,마포구 중국집 코스 요리 어디 있냐,1
810,괜찮게 하는 알밥 추천해 주세요,1
811,인생 셀카 찍기 좋은 여행지 알고싶어,2
812,양산 마스크 가져갈까,3
813,동대문구 잘 하는 보신탕 어디 있니,1
814,청주 삼겹살 맛집 추천해 주세요,1
815,나 해운대 가볼만 한 명소 알려줘,2
816,마스크 챙길까 말까,3
817,영주 닭꼬치 집 추천해 주라,1
818,장성 뷔페 추천해 줘,1
819,충청도 근처 폭포 알려주라,2
820,시흥 공기상태,3
821,횡성 흐리니,0
822,남해 우산 필요할까,0
823,여행지 어디 있냐,2
824,남원 우산 써야 할까,0
825,제주 서귀포 가려는데 화요일 미세먼지 알려줘,3
826,영월 들려 봐야 하는 미술관 알려주라,2
827,고깃집 어디 잘해,1
828,양양 방송 나온 맛집 알고싶어,1
829,경상북도 근처 강 알고싶어,2
830,서울 송파구 날씨 어떠냐,0
831,서울 성동 공기상태,3
832,식물원 추천해,2
833,경기도 제일 맛있는 연어 알려주세요,1
834,추천할만한 야구 공연,2
835,그럼 해수욕장 하러 가기 좋은 여행지 알려주라,2
836,구로구 괜찮은 조개 추천해 주세요,1
837,과천 아하 공기 미세먼지,3
838,아 그러게 날씨 알려줄래,0
839,계룡 날씨 맑니,0
840,제주 놀기 좋은 명소 추천해 줘,2
841,경산 미세먼지 어떨까,3
842,어쨋든 논산 양 꼬치 추천해 줘,1
843,서울 비 올지 알려줄 수 있니,0
844,예천 공기 어떠냐,3
845,그러면 화요일 서초 미세먼지 알려줘,3
846,청주 빙수 어디 있냐 ㅎ,1
847,산청 날씨 흐리냐,0
848,연천 날씨 좋니,0
849,여수 꼭 들려야 하는 문화재 추천 해줘,2
850,오늘 대구 미세먼지 알려줘,3
851,강원도 주변 산 추천해 줘,2
852,의왕 구경 할만 한 명소 알려주세요,2
853,보은 유명한 가로수길 알려주라,2
854,경기도 주변 산책로 알려주라,2
855,소문난 팔보채 알려줘,1
856,서울 종로구 우산 써야하니,0
857,게다가 칠곡 우산 가져갈까,0
858,내일 안성시 날씨 알려줘,0
859,노원구 술집 알려주라,1
860,그러면 서울 강동구 눈 오냐,0
861,횡성 순댓국집 알려주세요,1
862,경상도 주변 바닷가 알려주세요,2
863,주변 제일 맛있게 하는 맛집 추천해 주세요,1
864,야 이번 주 대구광역시 미세먼지 알려줘,3
865,영주 돈까스 맛집 추천해 주라,1
866,이번 주 인천 날씨 눈 오니 ㅋ,0
867,양평 갈만 한 명소 알려줘,2
868,여기 뭐 먹을까,1
869,부천 그럼 쌀국수 알려주라,1
870,음성 공기 미세먼지,3
871,서울 중구 우산 필요해,0
872,서울 근처 바닷가 알려주라,2
873,평창 날씨 흐릴까,0
874,내일 서울시 송파구 날씨 아 말해줘,0
875,영등포구 제일 맛있게 하는 곱창 집 알려주세요,1
876,미추홀 죽집 추천해 주세요,1
877,홍천 공기 미세먼지,3
878,하남 마스크 가져갈까,3
879,은평구 인기 많은 우동집 어디 있냐,1
880,보은 미세먼지,3
881,충청도 근처 폭포 추천해 주라,2
882,동두천 꼭 들려야 하는 관광지 어디 있냐,2
883,종로구 제일 맛있게 하는 육회 추천해 주세요,1
884,김천 고깃집 알려줘,1
885,계룡 공기,3
886,거제 가봐야 하는 관광지 추천 해주라,2
887,파주 유명한 관광지 추천 해주라,2
888,수요일 홍성 그러면 마스크 써야 할까,3
889,경상북도 먼지 부탁 합니다,3
890,그 때 혹시 미세먼지,3
891,내일 혹시 보은 비 오려나,0
892,할만 한 산책 휴양지 어디 있냐,2
893,구로구 우동 집 추천 해주라,1
894,포항 우산 챙겨야해,0
895,성북구 에버랜드 가고 싶어,2
896,모레 진천시 미세먼지 좀 알려줘,3
897,울산 용산구 미세먼지,3
898,아 영주 새우 튀김 추천해 주라,1
899,그래 금천 잘 하는 초밥 추천 식당 해주라,1
900,서울 중랑 흐리니,0
901,밀양 꼭 들려야 하는 명소 어디 있니,2
902,화요일 미세먼지 심할까,3
903,전주 비빔냉면 알고싶어,1
904,거창 아무튼 날씨 어떠냐,0
905,그럼 진도 미세먼지 심할까,3
906,장성 우동 맛집 어디 있냐,1
907,고성 이제 날씨 어떠니,0
908,소문난 백반 알려주세요,1
909,이번 주 과천 눈 오니,0
910,광주 영등포구 미세먼지,3
911,옥천 괜찮게 하는 닭꼬치 알려줘,1
912,구로구 방송 나온 잔치국수 알려줘,1
913,내일 화남 ㅋㅋㅋ 미세먼지,3
914,전라남도 주변 바다 알고싶어,2
915,광주 맑냐,0
916,옥천 마스크 써야 할까,3
917,충청북도 주변 산 어디 있니,2
918,함평 먼지 어떤지 알려주라,3
919,청주 비오니,0
920,단양 미세먼지,3
921,전라남도 주변 벚꽃 알려줘,2
922,경상도 주변 갯벌 알려줄래,2
923,완주 공기 미세먼지,3
924,여행지 어딨냐,2
925,태안 놀기 좋은 관광지 알려주라,2
926,셀카 찍기 좋은 여행지 알려주라,2
927,거제도 황사 알려줄래,3
928,영양 미세먼지,3
929,할만 한 불꽃놀이 휴양지 알려줘,2
930,하남 황사 심하냐고,3
931,오후 충주 마스크 가져갈까,3
932,좋은 셀카 찍을만한 여행지 알려주세요,2
933,정읍 날씨 어떠니,0
934,의령 놀기 좋은 명소 알려줘,2
935,궁금해 체감날씨,0
936,순창 공기 좋으려나,3
937,전라도 주변 단풍 어디 있니,2
938,아니 옥구 공기 말해줘,3
939,템플스테이 가고 싶네요,2
940,동해 그러면 비오니,0
941,전라남도 근처 해변 추천해 줘,2
942,무안 마스크 필요해,3
943,단양 김밥 먹거리 맛있겠지 아마,1
944,송파구 날씨 좀 알려줄래,0
945,서울 강서구 미세먼지 어떨까,3
946,노원구 초미세먼지 심할지 알려줄래,3
947,합천 눈 오는지 부탁 합니다,0
948,광진구 제일 맛있게 하는 팥빙수 어디 있냐,1
949,내일 강원 동해시 여행 가는데 날씨 알려줄래,0
950,그럼 나주 유명한 관광지 알려줄래,2
951,부산 강서구 날씨 알려줘,0
952,2월 2O일 미세먼지 알려주겠니,3
953,광명시 날씨 궁금해,0
954,굴 군침 맛집 추천해줘,1
955,울진 가기 좋은 국제 공원 어디 있냐,2
956,주변 맛집 알려줘,1
957,서울 동대문 먼지 좋니,3
958,충청남도 괜찮은 김치 찜 알려주라,1
959,안동 제일 맛있는 맛집 알려줘,1
960,아 춘천 마카롱 추천해 주세요,1
961,증평 미세먼지,3
962,동두천 눈 오니,0
963,그니까 공주 날씨 말해줘,0
964,완주 날씨 흐릴까,0
965,영등포 날씨 궁금해,0
966,장흥 가볼만 한 관광지 알려줄래,2
967,익산 분식집 어디 있냐,1
968,이제 서울 영등포구 마스크 써야 할까,3
969,공기 어떠려나,3
970,사진 찍 수 있는 여행지 추천해 줘,2
971,서귀포 날씨 알려주세요,0
972,화성 관광 해볼만 한 명소 알려줄래,2
973,우비 입을까,0
974,울진 돈까스 맛집 어디 있니,1
975,횡성 공기 미세먼지,3
976,경상북도 근처 여행지 추천해 주세요,2
977,고성 마스크 필요할까,3
978,서울 노원 우산 챙길까,0
979,증평 하늘 많이 흐리니 그 날,0
980,용인 놀기 좋은 놀이동산 알려줘,2
981,11월 9일 인천 미세먼지 ㅎ,3
982,증평 꼭 가봐야 하는 명소 어디 있냐,2
983,경기도 미세먼지 심할지 알고싶어,3
984,은평구 괜찮은 스파게티 추천해 주세요,1
985,영등포구 속 뻥 뚫리는 산책로,2
986,포항 빵집 추천해 주세요,1
987,최고 사진 찍기 좋은 여행지 알려주세요,2
988,서천 가려는데 수요일 미세먼지 어때,3
989,충주 미세먼지,3
990,추억 셀카 찍을만한 여행지 추천해 주세요,2
991,춘천 주변 요리 알려줘,1
992,강북구 떡갈비 집 알려주세요,1
993,경상도 주변 꽃 어디 있니,2
994,구례 우산 가져가야하니,0
995,또는 내일 광주 미세먼지 알려줘,3
996,서산 미세먼지,3
997,내일모레 광진구 날씨 말해줘,0
998,구리 이제 우산 써야 할까,0
999,할만 한 캠핑 휴양지 추천해 주라,2
1000,아 울산 이번 주 미세먼지 어때,3
1001,울릉 더울까,0
1002,아니 이번 주 전주 미세먼지 어떤지 알려줄래,3
1003,원주 그러게 비오냐,0
1004,밀양 초미세먼지 어떨까,3
1005,광양 날씨 흐릴까,0
1006,성동구 괜찮은 감자탕 알려줘,1
1007,고령 공기 어떠냐,3
1008,수요일 홍성 그러면 우산 써야 할까,0
1009,일산 1월 19일 날씨 뭔데,0
1010,연천 여행 갈 건데 샐러드 레스토랑 알려줄래,1
1011,경상북도 눈 올지 알려줘,0
1012,공주 날씨 더우려나,0
1013,양산 오존 올까,3
1014,그러게 의왕 우산 필요해,0
1015,태백 꼭 가봐야 하는 플라자 어디 있냐,2
1016,순창 날씨 좋으려나,0
1017,지금 평택 먼지 알려주세요,3
1018,송파구 공기 좀 알려줄래,3
1019,고령 가까운 명소 추천 ㅎ,2
1020,증평 하늘 꽃가루 많이 심하니 그 날,3
1021,익산 공기,3
1022,구리 가까운 관광지 알려주라,2
1023,구미 더우려나,0
1024,전라남도 주변 갯벌 추천해 주세요,2
1025,게다가 포천 흐리냐,0
1026,화순 가볼만 한 관광지 알려주라,2
1027,양구 마스크 챙겨야해,3
1028,아 내일 강원도 고성군 날씨 알려줄래,0
1029,용인 잘 하는 순두부 알려줘,1
1030,남양주 가기 좋은 전망대 알려주세요,2
1031,일산 유명한 맛집 맛집,1
1032,함양 우산 가져갈까,0
1033,근처 소문난 식당 어디 있냐,1
1034,마라탕 진짜 잘하는 곳 어디 있어,1
1035,기상상태 궁금해서,0
1036,가평 우산 써야하니,0
1037,아 이번 주 군산 미세먼지 어때,3
1038,성남 샐러드 바 어디 있냐,1
1039,음 영동 공기 어떠냐,3
1040,아무튼 홍성 해장국 레스토랑 어디 있니,1
1041,영천 덥니,0
1042,밀양 베이커리 어디 있니,1
1043,포항 날씨 더울까,0
1044,양양 볼 만 한 유원지 알려주라,2
1045,충청남도 주변 강 추천해 주라,2
1046,무주 우동 맛집 알고싶어,1
1047,인생 사진 찍기 좋은 휴양지 알려주세요,2
1048,단양 가봐야 하는 명소 추천 ㅋ,2
1049,김포 우동 맛집 알려줘,1
1050,창원 우산 써야 할까,0
1051,통영 눈 오는지 부탁 합니다,0
1052,아울러 내일 강원도 속초시 미세먼지 알려줄래,3
